chr	start	end	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	gene	sym
chr17	63773603	63773605	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000198231	DDX42
chr17	46923075	46923077	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108433	GOSR2
chr17	53822927	53822929	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000141200	KIF2B
chr17	59893086	59893088	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108443	RPS6KB1
chr17	59565610	59565612	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108406	DHX40
chr17	66835117	66835119	B	B	B	B	B	B	B	B	B	B	B	B	A	A	A	A	A	B	B	B	ENSG00000075429	CACNG5
chr17	51153590	51153592	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000011052	NME1-NME2
chr17	61399843	61399845	A	A	B	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000121068	TBX2
chr17	69414697	69414699	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000108984	MAP2K6
chr17	67377459	67377461	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000154217	PITPNC1
chr17	66302636	66302638	A	A	B	B	B	B	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000154229	PRKCA
chr17	42011382	42011384	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000168256	NKIRAS2
chr17	50543058	50543060	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000006282	SPATA20
chr17	74213571	74213573	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000141540	TTYH2
chr17	54899387	54899389	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000141198	TOM1L1
chr17	49495293	49495295	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000064300	NGFR
chr17	63009556	63009558	A	A	B	B	A	A	A	A	A	A	B	B	A	A	A	A	A	A	B	B	ENSG00000170921	TANC2
chr17	73193055	73193057	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000166685	COG1
chr17	65100812	65100814	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000108370	RGS9
chr17	74326210	74326212	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000196169	KIF19
chr17	66964707	66964709	A	A	B	B	A	B	B	B	B	B	B	B	A	A	A	A	A	A	B	B	ENSG00000075461	CACNG4
chr17	74274247	74274249	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000171595	DNAI2
chr17	74367407	74367409	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000257008	GPR142
chr17	67044554	67044556	B	A	B	B	A	B	B	B	B	B	B	A	A	A	A	A	A	A	A	B	ENSG00000108878	CACNG1
chr17	74748652	74748654	A	A	A	A	A	A	A	A	A	B	A	A	B	B	A	A	B	B	A	A	ENSG00000109062	SLC9A3R1
chr17	46923133	46923135	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000262633	
chr17	75032575	75032577	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000180901	KCTD2
chr17	58218548	58218550	A	A	A	A	A	A	A	A	B	B	B	A	B	B	A	A	B	B	A	A	ENSG00000167419	LPO
chr17	74203582	74203584	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000172809	RPL38
chr17	48048329	48048331	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000082641	NFE2L1
chr17	32444510	32444512	A	B	A	A	A	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000108671	PSMD11
chr17	50478860	50478862	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000136444	RSAD1
chr17	73165012	73165014	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000180616	SSTR2
chr17	80415165	80415167	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173818	ENDOV
chr17	74776499	74776501	A	A	A	A	A	A	A	A	A	B	A	A	B	B	A	A	B	B	A	A	ENSG00000109066	TMEM104
chr17	55264960	55264962	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000108924	HLF
chr17	21284672	21284674	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000034152	MAP2K3
chr17	60600193	60600195	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000170836	PPM1D
chr17	82031678	82031680	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169750	RAC3
chr17	50561068	50561070	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000006283	CACNA1G
chr17	58755854	58755856	A	A	A	A	A	A	A	A	A	A	B	A	B	B	A	A	B	B	B	B	ENSG00000175175	PPM1E
chr17	60149973	60149975	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167434	CA4
chr17	80544819	80544821	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141564	RPTOR
chr17	74670578	74670580	A	A	A	A	A	A	B	B	B	B	B	A	B	B	A	A	B	B	A	A	ENSG00000172794	RAB37
chr17	80101556	80101558	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171298	GAA
chr17	58692573	58692575	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A	A	A	ENSG00000108384	RAD51C
chr17	76735865	76735867	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000092931	MFSD11
chr17	48892765	48892767	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159199	ATP5MC1
chr17	61452404	61452406	A	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	ENSG00000121075	TBX4
chr17	81976807	81976809	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169696	ASPSCR1
chr17	80169992	80169994	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141527	CARD14
chr17	79022814	79022816	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173918	C1QTNF1
chr17	48997385	48997387	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159217	IGF2BP1
chr17	59707192	59707194	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000062716	VMP1
chr17	80036642	80036644	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141519	CCDC40
chr17	59940908	59940910	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000267318	
chr17	60392429	60392431	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141371	C17orf64
chr17	82519713	82519715	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141568	FOXK2
chr17	82023305	82023307	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169683	LRRC45
chr17	54968727	54968729	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000166263	STXBP4
chr17	79778148	79778150	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173894	CBX2
chr17	79730943	79730945	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182156	ENPP7
chr17	80219699	80219701	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000181045	SLC26A11
chr17	78378649	78378651	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000087157	PGS1
chr17	80260866	80260868	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173821	RNF213
chr17	55751051	55751053	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000141179	PCTP
chr17	63827152	63827154	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000087191	PSMC5
chr17	44557484	44557486	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000180340	FZD2
chr17	42980565	42980567	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000198863	RUNDC1
chr17	67717931	67717933	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000130935	NOL11
chr17	67825503	67825505	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171634	BPTF
chr17	19648136	19648138	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000072210	ALDH3A2
chr17	18377778	18377780	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000214860	EVPLL
chr17	18476737	18476739	A	A	A	A	B	B	B	A	A	A	B	B	A	NA	A	A	NA	NA	A	A	ENSG00000171916	LGALS9C
chr17	18744026	18744028	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171931	FBXW10
chr17	18781111	18781113	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000171928	TVP23B
chr17	7549058	7549060	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000239697	TNFSF12
chr17	7549099	7549101	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000248871	TNFSF12-TNFSF13
chr17	7561919	7561921	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000161956	SENP3
chr17	7563287	7563289	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000277957	SENP3-EIF4A1
chr17	7579491	7579493	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129226	CD68
chr17	7583529	7583531	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129255	MPDU1
chr17	7613946	7613948	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129214	SHBG
chr17	7646627	7646629	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129244	ATP1B2
chr17	7705202	7705204	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108947	EFNB3
chr17	7717354	7717356	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000183914	DNAH2
chr17	28319200	28319202	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000109084	TMEM97
chr17	28335602	28335604	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000109079	TNFAIP1
chr17	28357642	28357644	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000244045	TMEM199
chr17	1742836	1742838	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000167711	SERPINF2
chr17	1762029	1762031	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000132386	SERPINF1
chr17	1829702	1829704	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132383	RPA1
chr17	72121020	72121022	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000125398	SOX9
chr17	45844881	45844883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000185294	SPPL2C
chr17	45999250	45999252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000256762	STH
chr17	49788648	49788650	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000136504	KAT7
chr17	49968970	49968972	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108813	DLX4
chr17	81239305	81239307	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000224877	NDUFAF8
chr17	17303335	17303337	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000205309	NT5M
chr17	17476994	17476996	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141026	MED9
chr17	47253827	47253829	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000259207	ITGB3
chr17	42998273	42998275	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000131469	RPL27
chr17	79074824	79074826	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167280	ENGASE
chr17	137569	137571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000268320	SCGB1C2
chr17	7686071	7686073	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141499	WRAP53
chr17	49132460	49132462	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167080	B4GALNT2
chr17	34579487	34579489	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000181291	TMEM132E
chr17	43006784	43006786	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000068079	IFI35
chr17	45784280	45784282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000120088	CRHR1
chr17	3636459	3636461	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000040531	CTNS
chr17	49575871	49575873	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182575	NXPH3
chr17	39461486	39461488	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167258	CDK12
chr17	47941506	47941508	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108439	PNPO
chr17	4143168	4143170	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167740	CYB5D2
chr17	40015361	40015363	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108342	CSF3
chr17	40058290	40058292	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000126351	THRA
chr17	17042457	17042459	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000133030	MPRIP
chr17	7572824	7572826	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000161960	EIF4A1
chr17	7404874	7404876	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169992	NLGN2
chr17	7420324	7420326	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000181323	SPEM1
chr17	7425616	7425618	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000184560	SPEM2
chr17	7428857	7428859	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000283439	SPEM3
chr17	7428861	7428863	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000286007	
chr17	7435435	7435437	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000181284	TMEM102
chr17	7438273	7438275	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000161958	FGF11
chr17	7445061	7445063	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000170175	CHRNB1
chr17	7481332	7481334	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000259224	SLC35G6
chr17	7855066	7855068	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167874	TMEM88
chr17	7857746	7857748	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182224	CYB5D1
chr17	7932101	7932103	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000170037	CNTROB
chr17	8002615	8002617	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132518	GUCY2D
chr17	8039034	8039036	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000179593	ALOX15B
chr17	8247618	8247620	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000178921	PFAS
chr17	8288654	8288656	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108961	RANGRF
chr17	8310241	8310243	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000198844	ARHGEF15
chr17	8339840	8339842	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000184650	ODF4
chr17	9021510	9021512	B	B	B	A	B	B	A	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000065320	NTN1
chr17	9576627	9576629	B	B	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000166596	CFAP52
chr17	9644698	9644700	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000154914	USP43
chr17	9822206	9822208	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000065325	GLP2R
chr17	10697594	10697596	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000170222	ADPRM
chr17	11241213	11241215	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000188803	SHISA6
chr17	11598470	11598472	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000007174	DNAH9
chr17	12020829	12020831	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000065559	MAP2K4
chr17	12789498	12789500	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000006740	ARHGAP44
chr17	14069490	14069492	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000006695	COX10
chr17	14301081	14301083	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000125430	HS3ST3B1
chr17	76376584	76376586	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000176170	SPHK1
chr17	76527586	76527588	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000214140	PRCD
chr17	76732978	76732980	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000267168	
chr17	77088749	77088751	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129657	SEC14L1
chr17	44656404	44656406	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000180336	MEIOC
chr17	44708608	44708610	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000161692	DBF4B
chr17	44758988	44758990	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000073670	ADAM11
chr17	44846353	44846355	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000131097	HIGD1B
chr17	44899142	44899144	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167131	CCDC103
chr17	44899712	44899714	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000214447	FAM187A
chr17	82359247	82359249	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182459	TEX19
chr17	82458180	82458182	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000141562	NARF
chr17	7306999	7307001	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132507	EIF5A
chr17	7336529	7336531	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000072818	ACAP1
chr17	46292733	46292735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000176681	LRRC37A
chr17	19215615	19215617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000072134	EPN2
chr17	19377721	19377723	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000166484	MAPK7
chr17	19411125	19411127	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000128482	RNF112
chr17	81637171	81637173	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182612	TSPAN10
chr17	81666737	81666739	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000185298	CCDC137
chr17	81703367	81703369	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000262814	MRPL12
chr17	81703371	81703373	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000262660	
chr17	81712236	81712238	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000183048	SLC25A10
chr17	81528377	81528379	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186765	FSCN2
chr17	75588058	75588060	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000266714	MYO15B
chr17	75646243	75646245	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000259120	SMIM6
chr17	75667251	75667253	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000161526	SAP30BP
chr17	75721328	75721330	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132470	ITGB4
chr17	75784806	75784808	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132478	UNK
chr17	75979231	75979233	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000261408	TEN1-CDK3
chr17	75979240	75979242	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000257949	TEN1
chr17	2593210	2593212	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000007168	PAFAH1B1
chr17	56978129	56978131	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000121064	SCPEP1
chr17	57085092	57085094	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000121057	AKAP1
chr17	57255851	57255853	B	B	A	A	A	A	B	B	A	A	B	B	B	B	B	B	B	B	A	A	ENSG00000153944	MSI2
chr17	58083419	58083421	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000264364	DYNLL2
chr17	58192726	58192728	A	A	A	A	A	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000121053	EPX
chr17	76868456	76868458	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167889	MGAT5B
chr17	51165435	51165437	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000243678	NME2
chr17	48103357	48103359	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000002919	SNX11
chr17	40177010	40177012	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108352	RAPGEFL1
chr17	50426158	50426160	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000167107	ACSF2
chr17	8413131	8413133	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000166579	NDEL1
chr17	76453351	76453353	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000129673	AANAT
chr17	1716523	1716525	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000167716	WDR81
chr17	48831035	48831037	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000136436	CALCOCO2
chr17	39868202	39868204	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186075	ZPBP2
chr17	30477362	30477364	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108587	GOSR1
chr17	18950345	18950347	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000154025	SLC5A10
chr17	7355123	7355125	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000182896	TMEM95
chr17	82418318	82418320	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169660	HEXD
chr17	51153559	51153561	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000239672	NME1
chr17	12665890	12665892	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000141052	MYOCD
chr17	29246859	29246861	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000108255	CRYBA1
chr17	76726830	76726832	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000181038	METTL23
chr17	28364356	28364358	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000004139	SARM1
chr17	28473293	28473295	A	A	A	A	A	A	A	A	A	A	A	A	A	B	A	A	A	A	A	A	ENSG00000007216	SLC13A2
