chr	start	end	gene	sym
chr14	49768153	49768155	ENSG00000165516	KLHDC2
chr14	52707200	52707202	ENSG00000100519	PSMC6
chr14	35122549	35122551	ENSG00000258790	
chr14	49693105	49693107	ENSG00000197776	KLHDC1
chr14	59919713	59919715	ENSG00000131951	LRRC9
chr14	52552836	52552838	ENSG00000180998	GPR137C
chr14	60091911	60091913	ENSG00000126773	PCNX4
chr14	51826195	51826197	ENSG00000186469	GNG2
chr14	52730180	52730182	ENSG00000198252	STYX
chr14	60509146	60509148	ENSG00000184302	SIX6
chr14	60245752	60245754	ENSG00000100614	PPM1A
chr14	49893082	49893084	ENSG00000165527	ARF6
chr14	64388031	64388033	ENSG00000100714	MTHFD1
chr14	70907405	70907407	ENSG00000100731	PCNX1
chr14	60734742	60734744	ENSG00000020426	MNAT1
chr14	44897275	44897277	ENSG00000179476	C14orf28
chr14	72926464	72926466	ENSG00000119599	DCAF4
chr14	59484517	59484519	ENSG00000050130	JKAMP
chr14	63204114	63204116	ENSG00000126785	RHOJ
chr14	55027230	55027232	ENSG00000180008	SOCS4
chr14	69611596	69611598	ENSG00000100647	SUSD6
chr14	61529128	61529130	ENSG00000258989	
chr14	69259277	69259279	ENSG00000100626	GALNT16
chr14	73537143	73537145	ENSG00000184227	ACOT1
chr14	64465499	64465501	ENSG00000179841	AKAP5
chr14	73851971	73851973	ENSG00000258653	
chr14	74084796	74084798	ENSG00000205659	LIN52
chr14	69191511	69191513	ENSG00000081177	EXD2
chr14	73644875	73644877	ENSG00000119661	DNAL1
chr14	73610945	73610947	ENSG00000205669	ACOT6
chr14	69398015	69398017	ENSG00000029364	SLC39A9
chr14	75278828	75278830	ENSG00000170345	FOS
chr14	73949926	73949928	ENSG00000119723	COQ6
chr14	69484692	69484694	ENSG00000175985	PLEKHD1
chr14	74303069	74303071	ENSG00000133980	VRTN
chr14	74493765	74493767	ENSG00000165898	ISCA2
chr14	75427716	75427718	ENSG00000140044	JDP2
chr14	88384924	88384926	ENSG00000042317	SPATA7
chr14	44962208	44962210	ENSG00000198718	TOGARAM1
chr14	57268971	57268973	ENSG00000053770	AP5M1
chr14	77116568	77116570	ENSG00000165548	TMEM63C
chr14	37595847	37595849	ENSG00000139865	TTC6
chr14	45135940	45135942	ENSG00000187790	FANCM
chr14	73136418	73136420	ENSG00000080815	PSEN1
chr14	73490933	73490935	ENSG00000170468	RIOX1
chr14	76761468	76761470	ENSG00000071246	VASH1
chr14	77457870	77457872	ENSG00000100591	AHSA1
chr14	69726900	69726902	ENSG00000100650	SRSF5
chr14	49620799	49620801	ENSG00000168282	MGAT2
chr14	65410592	65410594	ENSG00000033170	FUT8
chr14	56117814	56117816	ENSG00000139946	PELI2
chr14	57390544	57390546	ENSG00000139977	NAA30
chr14	71932429	71932431	ENSG00000182732	RGS6
chr14	90396502	90396504	ENSG00000198668	CALM1
chr14	51240162	51240164	ENSG00000139921	TMX1
chr14	45084116	45084118	ENSG00000185246	PRPF39
chr14	74019353	74019355	ENSG00000119636	BBOF1
chr14	94026340	94026342	ENSG00000089723	OTUB2
chr14	77098258	77098260	ENSG00000198894	CIPC
chr14	51989546	51989548	ENSG00000087302	RTRAF
chr14	74239449	74239451	ENSG00000119614	VSX2
chr14	32329298	32329300	ENSG00000151320	AKAP6
chr14	38207904	38207906	ENSG00000139874	SSTR1
chr14	73058534	73058536	ENSG00000119707	RBM25
chr14	93333219	93333221	ENSG00000133958	UNC79
chr14	93347182	93347184	ENSG00000187581	COX8C
chr14	100238298	100238300	ENSG00000100811	YY1
chr14	95686426	95686428	ENSG00000213231	TCL1B
chr14	102362941	102362943	ENSG00000196663	TECPR2
chr14	90256553	90256555	ENSG00000100764	PSMC1
chr14	52314305	52314307	ENSG00000125384	PTGER2
chr14	105419827	105419829	ENSG00000182979	MTA1
chr14	103928456	103928458	ENSG00000156414	TDRD9
chr14	100323339	100323341	ENSG00000140107	SLC25A47
chr14	94146128	94146130	ENSG00000119698	PPP4R4
chr14	77098311	77098313	ENSG00000259164	
chr14	105398579	105398581	ENSG00000226174	TEX22
chr14	94104836	94104838	ENSG00000165949	IFI27
chr14	95533503	95533505	ENSG00000182512	GLRX5
chr14	94081310	94081312	ENSG00000165948	IFI27L1
chr14	96392128	96392130	ENSG00000140057	AK7
chr14	92794305	92794307	ENSG00000066455	GOLGA5
chr14	104865280	104865282	ENSG00000099814	CEP170B
chr14	88005135	88005137	ENSG00000140030	GPR65
chr14	56488354	56488356	ENSG00000070269	TMEM260
chr14	35278633	35278635	ENSG00000100902	PSMA6
chr14	96256210	96256212	ENSG00000100739	BDKRB1
chr14	105487199	105487201	ENSG00000257341	
chr14	102592649	102592651	ENSG00000089902	RCOR1
chr14	102777476	102777478	ENSG00000131323	TRAF3
chr14	105526583	105526585	ENSG00000184986	TMEM121
chr14	104085700	104085702	ENSG00000166183	ASPG
chr14	99684304	99684306	ENSG00000036530	CYP46A1
chr14	99481169	99481171	ENSG00000090061	CCNK
chr14	104985775	104985777	ENSG00000140104	CLBA1
chr14	93987225	93987227	ENSG00000175699	CCDC197
chr14	101561351	101561353	ENSG00000197406	DIO3
chr14	93918894	93918896	ENSG00000140067	FAM181A
chr14	105486317	105486319	ENSG00000213145	CRIP1
chr14	96204844	96204846	ENSG00000258691	
chr14	90061994	90061996	ENSG00000152315	KCNK13
chr14	89954939	89954941	ENSG00000042088	TDP1
chr14	99971449	99971451	ENSG00000196405	EVL
chr14	58200080	58200082	ENSG00000131966	ACTR10
chr14	96363526	96363528	ENSG00000100744	GSKIP
chr14	55559072	55559074	ENSG00000126777	KTN1
chr14	101761862	101761864	ENSG00000078304	PPP2R5C
chr14	39230231	39230233	ENSG00000150527	MIA2
chr14	92513781	92513783	ENSG00000100599	RIN3
chr14	22598237	22598239	ENSG00000100439	ABHD4
chr14	22766522	22766524	ENSG00000155463	OXA1L
chr14	22871740	22871742	ENSG00000197324	LRP10
chr14	22883222	22883224	ENSG00000139890	REM2
chr14	23042212	23042214	ENSG00000222028	PSMB11
chr14	23095505	23095507	ENSG00000179933	C14orf119
chr14	23185316	23185318	ENSG00000215277	RNF212B
chr14	23372809	23372811	ENSG00000166090	IL25
chr14	23376773	23376775	ENSG00000166091	CMTM5
chr14	23469689	23469691	ENSG00000129460	NGDN
chr14	23555988	23555990	ENSG00000259431	THTPA
chr14	23953734	23953736	ENSG00000157326	DHRS4
chr14	23969874	23969876	ENSG00000187630	DHRS4L2
chr14	92923150	92923152	ENSG00000100604	CHGA
chr14	93184951	93184953	ENSG00000153485	TMEM251
chr14	93184973	93184975	ENSG00000259066	
chr14	93207241	93207243	ENSG00000012963	UBR7
chr14	77708071	77708073	ENSG00000119705	SLIRP
chr14	77800109	77800111	ENSG00000063761	ADCK1
chr14	50872053	50872055	ENSG00000131969	ABHD12B
chr14	74881891	74881893	ENSG00000119689	DLST
chr14	75002921	75002923	ENSG00000119718	EIF2B2
chr14	75064109	75064111	ENSG00000119703	ZC2HC1C
chr14	94561442	94561444	ENSG00000100665	SERPINA4
chr14	94561442	94561444	ENSG00000188488	SERPINA5
chr14	94592058	94592060	ENSG00000273259	
chr14	94612384	94612386	ENSG00000196136	SERPINA3
chr14	54396849	54396851	ENSG00000100526	CDKN3
chr14	54566117	54566119	ENSG00000020577	SAMD4A
chr14	69854131	69854133	ENSG00000198732	SMOC1
chr14	51489100	51489102	ENSG00000139926	FRMD6
chr14	105472962	105472964	ENSG00000182809	CRIP2
chr14	73237506	73237508	ENSG00000100767	PAPLN
chr14	99737693	99737695	ENSG00000066629	EML1
chr14	23630115	23630117	ENSG00000100867	DHRS2
chr14	73886617	73886619	ENSG00000119725	ZNF410
chr14	102922663	102922665	ENSG00000166126	AMN
chr14	104924713	104924715	ENSG00000166428	PLD4
chr14	20060045	20060047	ENSG00000176246	OR4L1
chr14	20223710	20223712	ENSG00000176219	OR11H6
chr14	20455191	20455193	ENSG00000100823	APEX1
chr14	20468954	20468956	ENSG00000198805	PNP
chr14	20505537	20505539	ENSG00000182545	RNASE10
chr14	20684560	20684562	ENSG00000258818	RNASE4
chr14	20684587	20684589	ENSG00000259171	
chr14	20745887	20745889	ENSG00000181562	EDDM3A
chr14	20768404	20768406	ENSG00000181552	EDDM3B
chr14	20781268	20781270	ENSG00000169413	RNASE6
chr14	20955487	20955489	ENSG00000169385	RNASE2
chr14	20999255	20999257	ENSG00000165794	SLC39A2
chr14	21024109	21024111	ENSG00000179636	TPPP2
chr14	21042316	21042318	ENSG00000165799	RNASE7
chr14	21057822	21057824	ENSG00000173431	RNASE8
chr14	21070273	21070275	ENSG00000165801	ARHGEF40
chr14	20684177	20684179	ENSG00000214274	ANG
chr14	103529196	103529198	ENSG00000166166	TRMT61A
chr14	103561896	103561898	ENSG00000126214	KLC1
chr14	103562962	103562964	ENSG00000256500	
chr14	103562960	103562962	ENSG00000256053	COA8
chr14	28766787	28766789	ENSG00000176165	FOXG1
chr14	103084210	103084212	ENSG00000283071	LBHD2
chr14	103100144	103100146	ENSG00000205436	EXOC3L4
chr14	103121476	103121478	ENSG00000185215	TNFAIP2
chr14	103333544	103333546	ENSG00000100664	EIF5
chr14	104753147	104753149	ENSG00000184990	SIVA1
chr14	104800596	104800598	ENSG00000179627	ZBTB42
chr14	88562970	88562972	ENSG00000100722	ZC3H14
chr14	88824153	88824155	ENSG00000165533	TTC8
chr14	104681146	104681148	ENSG00000203485	INF2
chr14	63761899	63761901	ENSG00000054654	SYNE2
chr14	100725705	100725707	ENSG00000185559	DLK1
chr14	19719015	19719017	ENSG00000176294	OR4N2
chr14	24052009	24052011	ENSG00000186648	CARMIL3
chr14	24094053	24094055	ENSG00000100889	PCK2
chr14	24114195	24114197	ENSG00000100897	DCAF11
chr14	24120956	24120958	ENSG00000259371	
chr14	24136163	24136165	ENSG00000092010	PSME1
chr14	24146683	24146685	ENSG00000092098	RNF31
chr14	24147548	24147550	ENSG00000259529	
chr14	24161265	24161267	ENSG00000213928	IRF9
chr14	24171853	24171855	ENSG00000100918	REC8
chr14	24205696	24205698	ENSG00000139908	TSSK4
chr14	24299850	24299852	ENSG00000196943	NOP9
chr14	24305734	24305736	ENSG00000213906	LTB4R2
chr14	24311450	24311452	ENSG00000213903	LTB4R
chr14	24365673	24365675	ENSG00000100968	NFATC4
chr14	92322581	92322583	ENSG00000140090	SLC24A4
chr14	58244843	58244845	ENSG00000100567	PSMA3
chr14	58298504	58298506	ENSG00000032219	ARID4A
chr14	58395928	58395930	ENSG00000196860	TOMM20L
chr14	58427385	58427387	ENSG00000100578	KIAA0586
chr14	24232422	24232424	ENSG00000100938	GMPR2
chr14	104579764	104579766	ENSG00000184601	C14orf180
chr14	103715730	103715732	ENSG00000100711	ZFYVE21
chr14	102139503	102139505	ENSG00000140153	WDR20
chr14	105300563	105300565	ENSG00000179364	PACS2
chr14	59188646	59188648	ENSG00000100592	DAAM1
chr14	66507407	66507409	ENSG00000171723	GPHN
chr14	104724229	104724231	ENSG00000185100	ADSS1
chr14	58633967	58633969	ENSG00000165617	DACT1
chr14	60981245	60981247	ENSG00000139974	SLC38A6
chr14	20989980	20989982	ENSG00000165792	METTL17
chr14	105489855	105489857	ENSG00000185347	TEDC1
chr14	21098811	21098813	ENSG00000232070	TMEM253
chr14	19743571	19743573	ENSG00000182652	OR4Q3
chr14	23298790	23298792	ENSG00000129473	BCL2L2
chr14	23306833	23306835	ENSG00000258643	BCL2L2-PABPN1
chr14	80954989	80954991	ENSG00000165409	TSHR
chr14	67360328	67360330	ENSG00000134001	EIF2S1
chr14	75522455	75522457	ENSG00000156127	BATF
chr14	75578620	75578622	ENSG00000119686	FLVCR2
chr14	75633625	75633627	ENSG00000119685	TTLL5
chr14	76151916	76151918	ENSG00000089916	GPATCH2L
chr14	75902136	75902138	ENSG00000119650	IFT43
chr14	67533290	67533292	ENSG00000054690	PLEKHH1
chr14	67619920	67619922	ENSG00000081181	ARG2
chr14	67701886	67701888	ENSG00000139988	RDH12
chr14	36657568	36657570	ENSG00000198807	PAX9
chr14	67189393	67189395	ENSG00000172717	FAM71D
chr14	67240713	67240715	ENSG00000072415	MPP5
chr14	34981957	34981959	ENSG00000100883	SRP54
chr14	103385377	103385379	ENSG00000075413	MARK3
chr14	24399003	24399005	ENSG00000205978	NYNRIN
chr14	24429286	24429288	ENSG00000100441	KHNYN
chr14	78170373	78170375	ENSG00000021645	NRXN3
chr14	30559158	30559160	ENSG00000092140	G2E3
chr14	30622291	30622293	ENSG00000092108	SCFD1
chr14	20343635	20343637	ENSG00000129484	PARP2
chr14	91060333	91060335	ENSG00000133943	DGLUCY
chr14	96039362	96039364	ENSG00000227051	C14orf132
chr14	76310712	76310714	ENSG00000119715	ESRRB
chr14	96204679	96204681	ENSG00000168398	BDKRB2
chr14	35044907	35044909	ENSG00000151327	FAM177A1
chr14	95876392	95876394	ENSG00000250366	TUNAR
chr14	22836560	22836562	ENSG00000157227	MMP14
chr14	92121969	92121971	ENSG00000165934	CPSF2
chr14	21476597	21476599	ENSG00000092203	TOX4
chr14	50312324	50312326	ENSG00000125375	DMAC2L
chr14	21280083	21280085	ENSG00000092200	RPGRIP1
chr14	70417107	70417109	ENSG00000139985	ADAM21
chr14	70641916	70641918	ENSG00000133985	TTC9
chr14	32934396	32934398	ENSG00000151322	NPAS3
chr14	39175183	39175185	ENSG00000100941	PNN
chr14	96797304	96797306	ENSG00000100749	VRK1
chr14	54509812	54509814	ENSG00000100532	CGRRF1
chr14	74713144	74713146	ENSG00000119616	FCF1
chr14	74763316	74763318	ENSG00000119596	YLPM1
chr14	55051647	55051649	ENSG00000168175	MAPK1IP1L
chr14	55124110	55124112	ENSG00000131981	LGALS3
chr14	55271344	55271346	ENSG00000178974	FBXO34
chr14	67819779	67819781	ENSG00000182185	RAD51B
chr14	35534164	35534166	ENSG00000168348	INSM2
chr14	35826338	35826340	ENSG00000100916	BRMS1L
chr14	102317377	102317379	ENSG00000022976	ZNF839
chr14	99645129	99645131	ENSG00000182218	HHIPL1
chr14	73567620	73567622	ENSG00000119673	ACOT2
chr14	73591873	73591875	ENSG00000177465	ACOT4
chr14	24130659	24130661	ENSG00000139914	FITM1
chr14	19875142	19875144	ENSG00000165762	OR4K2
chr14	41606876	41606878	ENSG00000165379	LRFN5
chr14	19773504	19773506	ENSG00000176299	OR4M1
chr14	19930917	19930919	ENSG00000155249	OR4K1
chr14	101964573	101964575	ENSG00000197102	DYNC1H1
chr14	64914485	64914487	ENSG00000125954	CHURC1-FNTB
chr14	64986895	64986897	ENSG00000257365	FNTB
chr14	22829879	22829881	ENSG00000172590	MRPL52
chr14	66411704	66411706	ENSG00000196553	CCDC196
chr14	77320996	77320998	ENSG00000100577	GSTZ1
chr14	77376689	77376691	ENSG00000100583	SAMD15
chr14	64549920	64549922	ENSG00000165807	PPP1R36
chr14	64704102	64704104	ENSG00000126822	PLEKHG3
chr14	20138820	20138822	ENSG00000184394	OR4N5
chr14	21653835	21653837	ENSG00000221977	OR4E2
chr14	105248533	105248535	ENSG00000184887	BTBD6
chr14	20239286	20239288	ENSG00000176198	OR11H4
chr14	50532509	50532511	ENSG00000198513	ATL1
chr14	30874514	30874516	ENSG00000100473	COCH
chr14	31025106	31025108	ENSG00000100478	AP4S1
chr14	85530144	85530146	ENSG00000185070	FLRT2
chr14	100376418	100376420	ENSG00000176473	WDR25
chr14	96501433	96501435	ENSG00000090060	PAPOLA
chr14	64914361	64914363	ENSG00000258289	CHURC1
chr14	39114323	39114325	ENSG00000092208	GEMIN2
chr14	19920607	19920609	ENSG00000176281	OR4K5
chr14	18601117	18601119	ENSG00000257115	OR11H12
chr14	73851844	73851846	ENSG00000140043	PTGR2
chr14	20190896	20190898	ENSG00000196832	OR11G2
chr14	104138587	104138589	ENSG00000066735	KIF26A
chr14	23321457	23321459	ENSG00000100836	PABPN1
chr14	61187559	61187561	ENSG00000027075	PRKCH
chr14	19975591	19975593	ENSG00000169488	OR4K15
chr14	20891385	20891387	ENSG00000169397	RNASE3
chr14	37197913	37197915	ENSG00000151338	MIPOL1
chr14	64535905	64535907	ENSG00000126803	HSPA2
chr14	76826372	76826374	ENSG00000100565	LRRC74A
chr14	71320449	71320451	ENSG00000197555	SIPA1L1
chr14	64503712	64503714	ENSG00000126804	ZBTB1
chr14	24070837	24070839	ENSG00000100884	CPNE6
chr14	20110739	20110741	ENSG00000176230	OR4K17
chr14	61695513	61695515	ENSG00000100644	HIF1A
chr14	61762420	61762422	ENSG00000023608	SNAPC1
chr14	61811974	61811976	ENSG00000139973	SYT16
chr15	22459123	22459125	ENSG00000277865	GOLGA6L22
chr15	24955034	24955036	ENSG00000214265	
chr15	23354748	23354750	ENSG00000261739	GOLGA8S
chr15	28378621	28378623	ENSG00000153684	GOLGA8F
chr15	21637909	21637911	ENSG00000182974	OR4M2B
chr15	22070241	22070243	ENSG00000274102	OR4M2
chr15	21651844	21651846	ENSG00000279408	OR4N4C
chr15	22015233	22015235	ENSG00000285472	
chr15	26867062	26867064	ENSG00000186297	GABRA5
chr15	40569299	40569301	ENSG00000166133	RPUSD2
chr15	30135149	30135151	ENSG00000261247	GOLGA8T
chr15	40807086	40807088	ENSG00000166140	ZFYVE19
chr15	32615144	32615146	ENSG00000198826	ARHGAP11A
chr15	39581079	39581081	ENSG00000137801	THBS1
chr15	40217428	40217430	ENSG00000137843	PAK6
chr15	40323692	40323694	ENSG00000259330	INAFM2
chr15	21552795	21552797	ENSG00000280709	LINC02203
chr15	39934146	39934148	ENSG00000128829	EIF2AK4
chr15	30083053	30083055	ENSG00000179938	GOLGA8J
chr15	32718004	32718006	ENSG00000166923	GREM1
chr15	40769980	40769982	ENSG00000188277	C15orf62
chr15	38252836	38252838	ENSG00000166068	SPRED1
chr15	40358219	40358221	ENSG00000140323	DISP2
chr15	38454127	38454129	ENSG00000171262	FAM98B
chr15	40952962	40952964	ENSG00000128965	CHAC1
chr15	26971181	26971183	ENSG00000182256	GABRG3
chr15	22773063	22773065	ENSG00000170113	NIPA1
chr15	24954986	24954988	ENSG00000273173	SNURF
chr15	40929340	40929342	ENSG00000128917	DLL4
chr15	40694774	40694776	ENSG00000051180	RAD51
chr15	42348103	42348105	ENSG00000258461	
chr15	44288729	44288731	ENSG00000166734	GOLM2
chr15	42575659	42575661	ENSG00000159433	STARD9
chr15	40439721	40439723	ENSG00000140320	BAHD1
chr15	42491233	42491235	ENSG00000092531	SNAP23
chr15	40351033	40351035	ENSG00000233041	PHGR1
chr15	63276018	63276020	ENSG00000138613	APH1B
chr15	66504959	66504961	ENSG00000174442	ZWILCH
chr15	56244009	56244011	ENSG00000151575	TEX9
chr15	57591908	57591910	ENSG00000137878	GCOM1
chr15	44427629	44427631	ENSG00000137770	CTDSPL2
chr15	48178122	48178124	ENSG00000233932	CTXN2
chr15	59105146	59105148	ENSG00000157456	CCNB2
chr15	22094522	22094524	ENSG00000183706	OR4N4
chr15	55408495	55408497	ENSG00000261652	C15orf65
chr15	32593456	32593458	ENSG00000232653	GOLGA8N
chr15	59206843	59206845	ENSG00000171989	LDHAL6B
chr15	69160584	69160586	ENSG00000138604	GLCE
chr15	63121861	63121863	ENSG00000103642	LACTB
chr15	66702236	66702238	ENSG00000137834	SMAD6
chr15	42548838	42548840	ENSG00000137814	HAUS2
chr15	68930525	68930527	ENSG00000255346	NOX5
chr15	67823557	67823559	ENSG00000188779	SKOR1
chr15	68578993	68578995	ENSG00000103647	CORO2B
chr15	64841915	64841917	ENSG00000241839	PLEKHO2
chr15	62066977	62066979	ENSG00000198535	C2CD4A
chr15	60004311	60004313	ENSG00000171956	FOXB1
chr15	40382721	40382723	ENSG00000128944	KNSTRN
chr15	64841883	64841885	ENSG00000249240	
chr15	40764068	40764070	ENSG00000137880	GCHFR
chr15	68818221	68818223	ENSG00000258484	SPESP1
chr15	42273233	42273235	ENSG00000214013	GANC
chr15	40218500	40218502	ENSG00000259288	BUB1B-PAK6
chr15	63189606	63189608	ENSG00000166128	RAB8B
chr15	57706714	57706716	ENSG00000255529	POLR2M
chr15	72474330	72474332	ENSG00000166233	ARIH1
chr15	65530418	65530420	ENSG00000074696	HACD3
chr15	73443164	73443166	ENSG00000183324	REC114
chr15	73873608	73873610	ENSG00000167139	TBC1D21
chr15	74890005	74890007	ENSG00000178802	MPI
chr15	68277745	68277747	ENSG00000169018	FEM1B
chr15	73994673	73994675	ENSG00000140464	PML
chr15	62390526	62390528	ENSG00000171914	TLN2
chr15	74100311	74100313	ENSG00000167178	ISLR2
chr15	67254800	67254802	ENSG00000103599	IQCH
chr15	66293217	66293219	ENSG00000166938	DIS3L
chr15	71096952	71096954	ENSG00000187720	THSD4
chr15	74202705	74202707	ENSG00000140481	CCDC33
chr15	73051710	73051712	ENSG00000067141	NEO1
chr15	77420412	77420414	ENSG00000140382	HMG20A
chr15	75724041	75724043	ENSG00000182950	ODF3L1
chr15	74748845	74748847	ENSG00000140505	CYP1A2
chr15	50182196	50182198	ENSG00000140284	SLC27A2
chr15	75282835	75282837	ENSG00000140478	GOLGA6D
chr15	78437431	78437433	ENSG00000136381	IREB2
chr15	67521131	67521133	ENSG00000189227	C15orf61
chr15	75023590	75023592	ENSG00000138621	PPCDC
chr15	74173710	74173712	ENSG00000129009	ISLR
chr15	67542703	67542705	ENSG00000137764	MAP2K5
chr15	64911902	64911904	ENSG00000166839	ANKDD1A
chr15	75258599	75258601	ENSG00000167195	GOLGA6C
chr15	75843447	75843449	ENSG00000140367	UBE2Q2
chr15	78540405	78540407	ENSG00000041357	PSMA4
chr15	74826627	74826629	ENSG00000213578	CPLX3
chr15	75195643	75195645	ENSG00000167173	C15orf39
chr15	75903878	75903880	ENSG00000167196	FBXO22
chr15	58410569	58410571	ENSG00000166035	LIPC
chr15	50908672	50908674	ENSG00000081014	AP4E1
chr15	43510958	43510960	ENSG00000166963	MAP1A
chr15	73925989	73925991	ENSG00000129038	LOXL1
chr15	59594875	59594877	ENSG00000140297	GCNT3
chr15	76931749	76931751	ENSG00000117906	RCN2
chr15	40894450	40894452	ENSG00000104142	VPS18
chr15	74812716	74812718	ENSG00000140506	LMAN1L
chr15	49155656	49155658	ENSG00000156958	GALK2
chr15	71792638	71792640	ENSG00000278570	NR2E3
chr15	42359498	42359500	ENSG00000092529	CAPN3
chr15	74957219	74957221	ENSG00000198794	SCAMP5
chr15	57591904	57591906	ENSG00000263155	MYZAP
chr15	78565520	78565522	ENSG00000169684	CHRNA5
chr15	78340353	78340355	ENSG00000166426	CRABP1
chr15	75336063	75336065	ENSG00000140365	COMMD4
chr15	32641676	32641678	ENSG00000166922	SCG5
chr15	76059985	76059987	ENSG00000169758	TMEM266
chr15	48120990	48120992	ENSG00000188467	SLC24A5
chr15	78507582	78507584	ENSG00000188266	HYKK
chr15	63504594	63504596	ENSG00000140455	USP3
chr15	80679684	80679686	ENSG00000136379	ABHD17C
chr15	79311112	79311114	ENSG00000166557	TMED3
chr15	82430018	82430020	ENSG00000197978	GOLGA6L9
chr15	80779343	80779345	ENSG00000103888	CEMIP
chr15	92393881	92393883	ENSG00000140557	ST8SIA2
chr15	58138169	58138171	ENSG00000103569	AQP9
chr15	76993359	76993361	ENSG00000140368	PSTPIP1
chr15	90902218	90902220	ENSG00000196547	MAN2A2
chr15	76336773	76336775	ENSG00000159556	ISL2
chr15	84980440	84980442	ENSG00000073417	PDE8A
chr15	75346955	75346957	ENSG00000140398	NEIL1
chr15	79432336	79432338	ENSG00000169330	MINAR1
chr15	88467453	88467455	ENSG00000181991	MRPS11
chr15	90930180	90930182	ENSG00000140553	UNC45A
chr15	80404350	80404352	ENSG00000172379	ARNT2
chr15	48878134	48878136	ENSG00000255302	EID1
