gene	distance	cell
ENSG00000187634	40612	HCT116
ENSG00000186827	3700	HCT116
ENSG00000184163	7277	HCT116
ENSG00000162572	1376	HCT116
ENSG00000131584	932	HCT116
ENSG00000160072	6568	HCT116
ENSG00000169885	7211	HCT116
ENSG00000130762	37100	HCT116
ENSG00000196581	311542	HCT116
ENSG00000196581	123398	HCT116
ENSG00000196581	429072	HCT116
ENSG00000069424	83188	HCT116
ENSG00000069812	9626	HCT116
ENSG00000173662	3406	HCT116
ENSG00000007923	4709	HCT116
ENSG00000171735	79300	HCT116
ENSG00000162426	33634	HCT116
ENSG00000162426	49389	HCT116
ENSG00000180758	52226	HCT116
ENSG00000130940	51614	HCT116
ENSG00000175262	39495	HCT116
ENSG00000120948	13781	HCT116
ENSG00000204624	80123	HCT116
ENSG00000048707	22514	HCT116
ENSG00000162496	61	HCT116
ENSG00000162496	921	HCT116
ENSG00000204518	3170	HCT116
ENSG00000116721	5013	HCT116
ENSG00000204481	5141	HCT116
ENSG00000171729	419219	HCT116
ENSG00000171729	244633	HCT116
ENSG00000142621	66681	HCT116
ENSG00000116138	13161	HCT116
ENSG00000116809	25831	HCT116
ENSG00000142627	32153	HCT116
ENSG00000142627	3247	HCT116
ENSG00000142632	21990	HCT116
ENSG00000142632	18376	HCT116
ENSG00000157191	16	HCT116
ENSG00000157191	51808	HCT116
ENSG00000157191	72724	HCT116
ENSG00000219481	53293	HCT116
ENSG00000219481	52963	HCT116
ENSG00000117122	81867	HCT116
ENSG00000159339	1377	HCT116
ENSG00000179051	3721	HCT116
ENSG00000074964	47182	HCT116
ENSG00000117154	149585	HCT116
ENSG00000117154	85224	HCT116
ENSG00000179023	21	HCT116
ENSG00000009709	50714	HCT116
ENSG00000158786	5247	HCT116
ENSG00000127483	96503	HCT116
ENSG00000142794	43240	HCT116
ENSG00000090686	52375	HCT116
ENSG00000090686	1552	HCT116
ENSG00000187942	21707	HCT116
ENSG00000142798	18571	HCT116
ENSG00000219073	1887	HCT116
ENSG00000142789	1601	HCT116
ENSG00000070831	21267	HCT116
ENSG00000070831	32934	HCT116
ENSG00000133216	106428	HCT116
ENSG00000169641	8131	HCT116
ENSG00000179546	37448	HCT116
ENSG00000125945	7524	HCT116
ENSG00000117318	32973	HCT116
ENSG00000117305	8685	HCT116
ENSG00000179163	2405	HCT116
ENSG00000142677	13410	HCT116
ENSG00000158055	278	HCT116
ENSG00000001461	3194	HCT116
ENSG00000020633	41935	HCT116
ENSG00000162430	51323	HCT116
ENSG00000158006	206	HCT116
ENSG00000117713	72181	HCT116
ENSG00000175793	1402	HCT116
ENSG00000175793	1788	HCT116
ENSG00000142765	736	HCT116
ENSG00000158195	12691	HCT116
ENSG00000158195	52377	HCT116
ENSG00000130770	5665	HCT116
ENSG00000130766	514	HCT116
ENSG00000204138	16832	HCT116
ENSG00000204138	1007	HCT116
ENSG00000204138	3441	HCT116
ENSG00000162419	19820	HCT116
ENSG00000116329	7675	HCT116
ENSG00000060656	2522	HCT116
ENSG00000060656	472881	HCT116
ENSG00000060656	494497	HCT116
ENSG00000060656	711971	HCT116
ENSG00000162510	735340	HCT116
ENSG00000162510	302600	HCT116
ENSG00000162511	9211	HCT116
ENSG00000134644	17612	HCT116
ENSG00000168528	57130	HCT116
ENSG00000121764	2107	HCT116
ENSG00000121753	5529	HCT116
ENSG00000288678	33326	HCT116
ENSG00000121775	7153	HCT116
ENSG00000025800	25511	HCT116
ENSG00000160055	11583	HCT116
ENSG00000273274	29195	HCT116
ENSG00000160097	3326	HCT116
ENSG00000142698	251316	HCT116
ENSG00000119535	234177	HCT116
ENSG00000163873	65799	HCT116
ENSG00000163873	206108	HCT116
ENSG00000188786	24584	HCT116
ENSG00000204084	6513	HCT116
ENSG00000204084	15061	HCT116
ENSG00000116954	356611	HCT116
ENSG00000116954	344923	HCT116
ENSG00000274944	19959	HCT116
ENSG00000168653	1478	HCT116
ENSG00000183682	144301	HCT116
ENSG00000183682	13264	HCT116
ENSG00000168389	21591	HCT116
ENSG00000187801	8964	HCT116
ENSG00000066136	11048	HCT116
ENSG00000066136	19772	HCT116
ENSG00000117013	13652	HCT116
ENSG00000179862	24198	HCT116
ENSG00000171790	14136	HCT116
ENSG00000204060	38405	HCT116
ENSG00000127129	1873	HCT116
ENSG00000284895	12255	HCT116
ENSG00000177181	26251	HCT116
ENSG00000186409	69726	HCT116
ENSG00000164007	17958	HCT116
ENSG00000186973	7430	HCT116
ENSG00000142949	57005	HCT116
ENSG00000142945	18384	HCT116
ENSG00000142945	17938	HCT116
ENSG00000173846	46	HCT116
ENSG00000117448	7026	HCT116
ENSG00000086015	170272	HCT116
ENSG00000117461	60462	HCT116
ENSG00000085999	5067	HCT116
ENSG00000117481	16395	HCT116
ENSG00000142961	22728	HCT116
ENSG00000269113	264407	HCT116
ENSG00000269113	71157	HCT116
ENSG00000117834	2821	HCT116
ENSG00000162374	115206	HCT116
ENSG00000162374	142298	HCT116
ENSG00000142700	181807	HCT116
ENSG00000085831	52844	HCT116
ENSG00000117859	59892	HCT116
ENSG00000117859	100267	HCT116
ENSG00000117859	114815	HCT116
ENSG00000117859	116333	HCT116
ENSG00000078618	14945	HCT116
ENSG00000154222	14160	HCT116
ENSG00000116157	27621	HCT116
ENSG00000162378	34103	HCT116
ENSG00000203985	14669	HCT116
ENSG00000169174	20686	HCT116
ENSG00000169174	85102	HCT116
ENSG00000284686	400691	HCT116
ENSG00000173406	206688	HCT116
ENSG00000162600	323227	HCT116
ENSG00000162598	351349	HCT116
ENSG00000132849	131128	HCT116
ENSG00000132849	160668	HCT116
ENSG00000132855	25400	HCT116
ENSG00000185483	204548	HCT116
ENSG00000158966	58599	HCT116
ENSG00000162433	1492	HCT116
ENSG00000118473	132093	HCT116
ENSG00000118473	70575	HCT116
ENSG00000162594	7493	HCT116
ENSG00000203963	16191	HCT116
ENSG00000081985	59553	HCT116
ENSG00000142864	20259	HCT116
ENSG00000116717	1195	HCT116
ENSG00000116717	39789	HCT116
ENSG00000116717	53353	HCT116
ENSG00000033122	512022	HCT116
ENSG00000172260	281264	HCT116
ENSG00000259030	37801	HCT116
ENSG00000162621	61811	HCT116
ENSG00000162624	35798	HCT116
ENSG00000137968	238786	HCT116
ENSG00000117054	32072	HCT116
ENSG00000117069	51631	HCT116
ENSG00000154027	127202	HCT116
ENSG00000162614	3885	HCT116
ENSG00000137960	24619	HCT116
ENSG00000137960	133447	HCT116
ENSG00000117114	568322	HCT116
ENSG00000117114	574365	HCT116
ENSG00000137941	937304	HCT116
ENSG00000137941	882228	HCT116
ENSG00000117151	11352	HCT116
ENSG00000162642	27486	HCT116
ENSG00000016602	32706	HCT116
ENSG00000183291	63688	HCT116
ENSG00000143013	153733	HCT116
ENSG00000065243	648089	HCT116
ENSG00000065243	138753	HCT116
ENSG00000065243	36545	HCT116
ENSG00000137947	89171	HCT116
ENSG00000154451	39615	HCT116
ENSG00000183347	39917	HCT116
ENSG00000122482	34384	HCT116
ENSG00000162669	152619	HCT116
ENSG00000097046	29007	HCT116
ENSG00000097046	103978	HCT116
ENSG00000097046	106948	HCT116
ENSG00000117500	42629	HCT116
ENSG00000143036	16332	HCT116
ENSG00000122481	20727	HCT116
ENSG00000122481	550852	HCT116
ENSG00000117569	386931	HCT116
ENSG00000117569	339792	HCT116
ENSG00000188641	249756	HCT116
ENSG00000162627	196319	HCT116
ENSG00000162627	144822	HCT116
ENSG00000162627	15599	HCT116
ENSG00000079335	85335	HCT116
ENSG00000170989	289861	HCT116
ENSG00000060718	191903	HCT116
ENSG00000198890	186226	HCT116
ENSG00000162641	28454	HCT116
ENSG00000121940	42996	HCT116
ENSG00000215717	9364	HCT116
ENSG00000031698	15663	HCT116
ENSG00000031698	310	HCT116
ENSG00000143126	13987	HCT116
ENSG00000221986	445	HCT116
ENSG00000065135	17519	HCT116
ENSG00000198758	56598	HCT116
ENSG00000184371	1159	HCT116
ENSG00000177272	15429	HCT116
ENSG00000064886	13455	HCT116
ENSG00000173947	18005	HCT116
ENSG00000143079	76280	HCT116
ENSG00000143079	37211	HCT116
ENSG00000116489	26273	HCT116
ENSG00000155363	14237	HCT116
ENSG00000155366	3052	HCT116
ENSG00000184599	42469	HCT116
ENSG00000155380	61089	HCT116
ENSG00000197323	174455	HCT116
ENSG00000197323	18082	HCT116
ENSG00000134259	37338	HCT116
ENSG00000177551	1565	HCT116
ENSG00000177551	36390	HCT116
ENSG00000134247	30179	HCT116
ENSG00000116882	9634	HCT116
ENSG00000143067	42831	HCT116
ENSG00000134249	20838	HCT116
ENSG00000263353	38715	HCT116
ENSG00000171943	96461	HCT116
ENSG00000171943	358978	HCT116
ENSG00000273213	558921	HCT116
ENSG00000273213	440132	HCT116
ENSG00000273213	176137	HCT116
ENSG00000271567	82411	HCT116
ENSG00000279782	82210	HCT116
ENSG00000196369	96914	HCT116
ENSG00000196369	96583	HCT116
ENSG00000256374	38989	HCT116
ENSG00000162825	59925	HCT116
ENSG00000168509	30313	HCT116
ENSG00000270339	32107	HCT116
ENSG00000270339	42672	HCT116
ENSG00000270339	231532	HCT116
ENSG00000268043	162685	HCT116
ENSG00000131791	1619	HCT116
ENSG00000121634	59939	HCT116
ENSG00000263956	136546	HCT116
ENSG00000236334	148313	HCT116
ENSG00000236334	99056	HCT116
ENSG00000236334	39358	HCT116
ENSG00000184270	9706	HCT116
ENSG00000143398	2372	HCT116
ENSG00000197747	3262	HCT116
ENSG00000215853	8319	HCT116
ENSG00000186207	32746	HCT116
ENSG00000163207	2711	HCT116
ENSG00000197956	9448	HCT116
ENSG00000196754	726	HCT116
ENSG00000196754	1450	HCT116
ENSG00000196754	2664	HCT116
ENSG00000177954	22485	HCT116
ENSG00000169291	12181	HCT116
ENSG00000143603	56420	HCT116
ENSG00000143603	10043	HCT116
ENSG00000143603	7545	HCT116
ENSG00000160685	1047	HCT116
ENSG00000116539	120492	HCT116
ENSG00000116539	15909	HCT116
ENSG00000116584	18660	HCT116
ENSG00000196189	23080	HCT116
ENSG00000143303	2722	HCT116
ENSG00000253831	25312	HCT116
ENSG00000162738	3619	HCT116
ENSG00000186517	4706	HCT116
ENSG00000162755	6259	HCT116
ENSG00000143226	58055	HCT116
ENSG00000143226	50695	HCT116
ENSG00000143226	35875	HCT116
ENSG00000132185	14701	HCT116
ENSG00000117143	15819	HCT116
ENSG00000143228	15844	HCT116
ENSG00000188859	37030	HCT116
ENSG00000188859	179837	HCT116
ENSG00000152382	13078	HCT116
ENSG00000143195	5981	HCT116
ENSG00000143194	33825	HCT116
ENSG00000143162	19207	HCT116
ENSG00000143153	113544	HCT116
ENSG00000143156	12226	HCT116
ENSG00000116132	37016	HCT116
ENSG00000117533	12388	HCT116
ENSG00000197959	43038	HCT116
ENSG00000197959	60982	HCT116
ENSG00000180999	55521	HCT116
ENSG00000232113	1929	HCT116
ENSG00000232113	7095	HCT116
ENSG00000185278	6915	HCT116
ENSG00000203737	150008	HCT116
ENSG00000235750	29515	HCT116
ENSG00000116147	212345	HCT116
ENSG00000116147	6519	HCT116
ENSG00000116147	51048	HCT116
ENSG00000116147	70055	HCT116
ENSG00000120341	114912	HCT116
ENSG00000120341	13417	HCT116
ENSG00000075391	176775	HCT116
ENSG00000075391	184047	HCT116
ENSG00000143324	115393	HCT116
ENSG00000143324	109564	HCT116
ENSG00000162783	10831	HCT116
ENSG00000162783	46131	HCT116
ENSG00000198216	203970	HCT116
ENSG00000179930	293181	HCT116
ENSG00000135824	28622	HCT116
ENSG00000135838	27398	HCT116
ENSG00000116698	8012	HCT116
ENSG00000143341	96990	HCT116
ENSG00000073756	58977	HCT116
ENSG00000116711	433814	HCT116
ENSG00000116711	579078	HCT116
ENSG00000116711	801511	HCT116
ENSG00000116711	809380	HCT116
ENSG00000162670	682849	HCT116
ENSG00000150681	256403	HCT116
ENSG00000116741	92492	HCT116
ENSG00000162630	1696541	HCT116
ENSG00000162687	1581272	HCT116
ENSG00000162687	444342	HCT116
ENSG00000162687	111063	HCT116
ENSG00000116833	78149	HCT116
ENSG00000162702	114583	HCT116
ENSG00000162702	89834	HCT116
ENSG00000170128	29873	HCT116
ENSG00000174307	553	HCT116
ENSG00000159176	13694	HCT116
ENSG00000163435	48397	HCT116
ENSG00000133067	43256	HCT116
ENSG00000077157	5419	HCT116
ENSG00000117153	135	HCT116
ENSG00000159348	8495	HCT116
ENSG00000163444	4343	HCT116
ENSG00000133063	21060	HCT116
ENSG00000159388	1700	HCT116
ENSG00000159388	935	HCT116
ENSG00000058668	56008	HCT116
ENSG00000198625	6494	HCT116
ENSG00000198625	8335	HCT116
ENSG00000069275	18	HCT116
ENSG00000263961	10055	HCT116
ENSG00000263961	22974	HCT116
ENSG00000266028	96531	HCT116
ENSG00000143479	11505	HCT116
ENSG00000162891	38643	HCT116
ENSG00000162891	7933	HCT116
ENSG00000162897	8307	HCT116
ENSG00000117335	44310	HCT116
ENSG00000076356	30223	HCT116
ENSG00000008118	465656	HCT116
ENSG00000008118	171760	HCT116
ENSG00000117595	10307	HCT116
ENSG00000054392	6937	HCT116
ENSG00000054392	82726	HCT116
ENSG00000198570	3380	HCT116
ENSG00000170385	1355	HCT116
ENSG00000162772	62108	HCT116
ENSG00000162771	27456	HCT116
ENSG00000162771	15749	HCT116
ENSG00000143499	123769	HCT116
ENSG00000152104	111633	HCT116
ENSG00000082482	3792	HCT116
ENSG00000092969	255550	HCT116
ENSG00000215817	26845	HCT116
ENSG00000118873	63968	HCT116
ENSG00000136630	293139	HCT116
ENSG00000143512	357761	HCT116
ENSG00000154309	8735	HCT116
ENSG00000187554	94856	HCT116
ENSG00000178395	28334	HCT116
ENSG00000162909	6285	HCT116
ENSG00000143748	13742	HCT116
ENSG00000143815	240080	HCT116
ENSG00000154380	27316	HCT116
ENSG00000143776	16384	HCT116
ENSG00000143776	67792	HCT116
ENSG00000143776	75610	HCT116
ENSG00000143740	4191	HCT116
ENSG00000143816	31846	HCT116
ENSG00000154370	65979	HCT116
ENSG00000168118	232680	HCT116
ENSG00000168118	39403	HCT116
ENSG00000135763	58271	HCT116
ENSG00000143641	26373	HCT116
ENSG00000135775	14230	HCT116
ENSG00000116991	430387	HCT116
ENSG00000212916	55989	HCT116
ENSG00000135778	2204	HCT116
ENSG00000135749	115413	HCT116
ENSG00000135749	87496	HCT116
ENSG00000135750	50750	HCT116
ENSG00000135750	94230	HCT116
ENSG00000168275	19631	HCT116
ENSG00000168275	39362	HCT116
ENSG00000168264	41988	HCT116
ENSG00000168264	8745	HCT116
ENSG00000168264	90662	HCT116
ENSG00000168264	114614	HCT116
ENSG00000284770	18724	HCT116
ENSG00000168243	24603	HCT116
ENSG00000168243	74262	HCT116
ENSG00000168243	79434	HCT116
ENSG00000180875	324685	HCT116
ENSG00000162843	36576	HCT116
ENSG00000196289	33515	HCT116
ENSG00000197769	201000	HCT116
ENSG00000180287	223226	HCT116
ENSG00000173728	112675	HCT116
ENSG00000284188	4083	HCT116
ENSG00000185420	148935	HCT116
ENSG00000185420	8777	HCT116
ENSG00000185420	212184	HCT116
ENSG00000153207	49655	HCT116
ENSG00000177489	7323	HCT116
ENSG00000185220	28100	HCT116
ENSG00000151240	210914	HCT116
ENSG00000185736	12248	HCT116
ENSG00000187134	53933	HCT116
ENSG00000187134	51795	HCT116
ENSG00000187134	44690	HCT116
ENSG00000057608	19256	HCT116
ENSG00000065675	411192	HCT116
ENSG00000198879	64233	HCT116
ENSG00000048740	273205	HCT116
ENSG00000165609	1664	HCT116
ENSG00000183049	281607	HCT116
ENSG00000151468	270028	HCT116
ENSG00000123240	28981	HCT116
ENSG00000165630	56933	HCT116
ENSG00000282246	62885	HCT116
ENSG00000282246	148224	HCT116
ENSG00000282246	260881	HCT116
ENSG00000185267	94732	HCT116
ENSG00000152463	26524	HCT116
ENSG00000152465	14112	HCT116
ENSG00000152465	62709	HCT116
ENSG00000148481	82646	HCT116
ENSG00000165983	239606	HCT116
ENSG00000026025	18940	HCT116
ENSG00000165996	106542	HCT116
ENSG00000078403	217952	HCT116
ENSG00000078403	96372	HCT116
ENSG00000136770	93462	HCT116
ENSG00000107863	467256	HCT116
ENSG00000107863	434180	HCT116
ENSG00000107863	199307	HCT116
ENSG00000107863	32409	HCT116
ENSG00000077420	14247	HCT116
ENSG00000107897	2278	HCT116
ENSG00000150054	45427	HCT116
ENSG00000095739	65038	HCT116
ENSG00000095739	292207	HCT116
ENSG00000120563	196472	HCT116
ENSG00000120563	155143	HCT116
ENSG00000197321	158832	HCT116
ENSG00000107951	118648	HCT116
ENSG00000183621	160423	HCT116
ENSG00000148516	23597	HCT116
ENSG00000165322	20387	HCT116
ENSG00000170759	14249	HCT116
ENSG00000099250	369677	HCT116
ENSG00000108094	29418	HCT116
ENSG00000177283	178926	HCT116
ENSG00000148513	158667	HCT116
ENSG00000283930	203007	HCT116
ENSG00000196693	46081	HCT116
ENSG00000169740	263790	HCT116
ENSG00000012779	63266	HCT116
ENSG00000012779	63783	HCT116
ENSG00000204176	105584	HCT116
ENSG00000265763	11931	HCT116
ENSG00000277758	110975	HCT116
ENSG00000107643	54611	HCT116
ENSG00000107643	110836	HCT116
ENSG00000128805	128283	HCT116
ENSG00000128815	42255	HCT116
ENSG00000070748	32771	HCT116
ENSG00000188611	42361	HCT116
ENSG00000107984	129176	HCT116
ENSG00000165471	29445	HCT116
ENSG00000165471	847958	HCT116
ENSG00000151151	643466	HCT116
ENSG00000151151	103311	HCT116
ENSG00000072401	1614	HCT116
ENSG00000148541	24951	HCT116
ENSG00000151150	38784	HCT116
ENSG00000151150	98103	HCT116
ENSG00000170312	17115	HCT116
ENSG00000150347	12889	HCT116
ENSG00000138311	37278	HCT116
ENSG00000285837	37278	HCT116
ENSG00000165476	190928	HCT116
ENSG00000198739	1506431	HCT116
ENSG00000198739	1310266	HCT116
ENSG00000198739	354420	HCT116
ENSG00000107731	4865	HCT116
ENSG00000122863	33194	HCT116
ENSG00000166295	35630	HCT116
ENSG00000168209	26847	HCT116
ENSG00000168209	2845	HCT116
ENSG00000168209	24180	HCT116
ENSG00000176986	13667	HCT116
ENSG00000148660	12965	HCT116
ENSG00000156671	42391	HCT116
ENSG00000148655	649170	HCT116
ENSG00000151208	169499	HCT116
ENSG00000151208	69095	HCT116
ENSG00000108175	104076	HCT116
ENSG00000108175	30973	HCT116
ENSG00000133678	58073	HCT116
ENSG00000122378	21902	HCT116
ENSG00000108219	16789	HCT116
ENSG00000108219	34332	HCT116
ENSG00000178217	81029	HCT116
ENSG00000178217	209520	HCT116
ENSG00000178217	267263	HCT116
ENSG00000178217	639963	HCT116
ENSG00000185737	567620	HCT116
ENSG00000185737	430603	HCT116
ENSG00000185737	817311	HCT116
ENSG00000165678	155455	HCT116
ENSG00000107771	196402	HCT116
ENSG00000182771	818292	HCT116
ENSG00000182771	145819	HCT116
ENSG00000148672	18822	HCT116
ENSG00000227268	19998	HCT116
ENSG00000227268	1055	HCT116
ENSG00000184719	323465	HCT116
ENSG00000184719	167934	HCT116
ENSG00000026103	447	HCT116
ENSG00000138135	34482	HCT116
ENSG00000152782	1317	HCT116
ENSG00000138182	279161	HCT116
ENSG00000138182	349902	HCT116
ENSG00000148677	56107	HCT116
ENSG00000180628	18159	HCT116
ENSG00000180628	46614	HCT116
ENSG00000119938	106464	HCT116
ENSG00000119938	2088	HCT116
ENSG00000198060	38875	HCT116
ENSG00000095596	64573	HCT116
ENSG00000173145	4742	HCT116
ENSG00000119969	84622	HCT116
ENSG00000165841	27692	HCT116
ENSG00000138109	49454	HCT116
ENSG00000107438	4070	HCT116
ENSG00000107438	47978	HCT116
ENSG00000188649	62553	HCT116
ENSG00000177853	150	HCT116
ENSG00000196233	24259	HCT116
ENSG00000269891	18452	HCT116
ENSG00000165887	22314	HCT116
ENSG00000155252	10574	HCT116
ENSG00000155254	11015	HCT116
ENSG00000138131	2243	HCT116
ENSG00000172987	226167	HCT116
ENSG00000107554	79339	HCT116
ENSG00000120054	75024	HCT116
ENSG00000120054	37738	HCT116
ENSG00000075891	78716	HCT116
ENSG00000075891	74130	HCT116
ENSG00000119906	73987	HCT116
ENSG00000107816	12907	HCT116
ENSG00000138136	7285	HCT116
ENSG00000120029	443	HCT116
ENSG00000107882	53924	HCT116
ENSG00000138175	13988	HCT116
ENSG00000156398	166	HCT116
ENSG00000156398	5705	HCT116
ENSG00000270316	1793	HCT116
ENSG00000148842	123936	HCT116
ENSG00000235376	130598	HCT116
ENSG00000107960	17574	HCT116
ENSG00000120051	97861	HCT116
ENSG00000156395	167858	HCT116
ENSG00000108018	420856	HCT116
ENSG00000108018	874887	HCT116
ENSG00000148700	10539	HCT116
ENSG00000119950	31850	HCT116
ENSG00000119953	93797	HCT116
ENSG00000150594	19404	HCT116
ENSG00000150594	141296	HCT116
ENSG00000148737	233598	HCT116
ENSG00000148737	232961	HCT116
ENSG00000148737	225324	HCT116
ENSG00000148737	117245	HCT116
ENSG00000148702	211601	HCT116
ENSG00000148702	183500	HCT116
ENSG00000043591	54535	HCT116
ENSG00000043591	18575	HCT116
ENSG00000151553	142748	HCT116
ENSG00000151892	25905	HCT116
ENSG00000165863	35040	HCT116
ENSG00000165868	5534	HCT116
ENSG00000165868	34935	HCT116
ENSG00000186795	19136	HCT116
ENSG00000170370	14177	HCT116
ENSG00000165669	113272	HCT116
ENSG00000165669	91585	HCT116
ENSG00000165669	28741	HCT116
ENSG00000151893	123891	HCT116
ENSG00000188613	32794	HCT116
ENSG00000188613	25387	HCT116
ENSG00000198873	117551	HCT116
ENSG00000203805	60693	HCT116
ENSG00000203805	47145	HCT116
ENSG00000120008	162809	HCT116
ENSG00000120008	308418	HCT116
ENSG00000066468	12494	HCT116
ENSG00000107672	3995	HCT116
ENSG00000138162	81236	HCT116
ENSG00000179988	3064	HCT116
ENSG00000188620	31621	HCT116
ENSG00000154478	220560	HCT116
ENSG00000154478	127004	HCT116
ENSG00000182022	35509	HCT116
ENSG00000019995	98764	HCT116
ENSG00000175029	72440	HCT116
ENSG00000203780	70871	HCT116
ENSG00000154493	35459	HCT116
ENSG00000150760	128321	HCT116
ENSG00000214285	25422	HCT116
ENSG00000180745	29083	HCT116
ENSG00000180745	23145	HCT116
ENSG00000132334	32499	HCT116
ENSG00000148773	394229	HCT116
ENSG00000108001	245220	HCT116
ENSG00000108010	253447	HCT116
ENSG00000176769	165152	HCT116
ENSG00000175470	122979	HCT116
ENSG00000171794	4440	HCT116
ENSG00000151650	7039	HCT116
ENSG00000225899	33586	HCT116
ENSG00000225899	149080	HCT116
ENSG00000142102	4837	HCT116
ENSG00000174915	8119	HCT116
ENSG00000177042	10872	HCT116
ENSG00000198788	909	HCT116
ENSG00000205869	8088	HCT116
ENSG00000185940	25493	HCT116
ENSG00000149043	1965	HCT116
ENSG00000064201	25273	HCT116
ENSG00000184350	17953	HCT116
ENSG00000184350	63840	HCT116
ENSG00000167311	25436	HCT116
ENSG00000181963	4786	HCT116
ENSG00000181963	14885	HCT116
ENSG00000176900	14368	HCT116
ENSG00000121236	4361	HCT116
ENSG00000132274	261	HCT116
ENSG00000180988	1002	HCT116
ENSG00000183269	7951	HCT116
ENSG00000184933	4924	HCT116
ENSG00000166405	30033	HCT116
ENSG00000166436	42505	HCT116
ENSG00000175356	37345	HCT116
ENSG00000184014	54192	HCT116
ENSG00000166478	15109	HCT116
ENSG00000166483	36121	HCT116
